1562	1497	2211	1433	1781	1495	2122	1567	1502	1498	1571	1700	1375	2119	1494	1432	1.655	0.94014	6.4545	1.655	7.3946	2.1486	77
2247	2248	2621	2246	2344	1993	2709	1748	1747	2528	2161	2710	2529	1826	1908	2436	1.6918	0.2555	8.7601	1.6918	9.0156	1.9298	85
3837	3469	3835	3473	3665	3662	3752	3743	3366	3369	3365	3836	3468	3569	3914	3668	0.66289	0.023995	1.4169	0.66289	1.4409	0.66674	94
4157	4107	4155	3753	4106	4052	4195	3993	4196	4154	3916	4237	4053	4156	3838	4153	0.49462	0.29882	1.4576	0.49462	1.7564	0.57472	85
1240	905	1237	1459	1185	1042	904	1040	1091	903	1457	862	949	1189	1401	1239	0.90316	1.1768	6.763	0.90316	7.9397	1.1972	77
1841	1765	1686	2015	2095	1687	1849	1767	2009	2182	1758	1934	1933	1545	1615	1613	2.5302	0.17584	4.399	2.5302	4.5748	2.9158	56
2713	2622	2630	2437	2631	1921	2005	1836	2006	2623	2535	1920	2626	2255	2346	2087	1.2503	5.6513	5.0484	1.2503	10.7	1.7472	88
3106	2498	2920	2765	3018	3016	3105	2767	2918	3019	2497	3207	2762	3107	3113	3112	2.0473	0.48521	6.9024	2.0473	7.3876	2.1559	88
3040	3960	2868	3530	3959	2788	3961	3628	2948	2956	2792	3427	3039	2867	3428	3531	2.4147	3.5134	10.599	2.4147	14.112	3.2088	50
3552	3967	4185	3819	3556	4226	3652	3554	3558	3809	3551	4086	4138	3888	3550	3557	1.8908	4.0563	10.454	1.8908	14.51	3.5142	89
