4158	4241	4242	4063	4366	4159	4200	4198	4238	4302	0.6832	0.42659	1.7418	0.6832	2.1683	0.67754	30
2933	3212	3956	3218	3714	2934	3311	3026	3793	3119	2.1201	0.12532	7.6416	2.1201	7.7669	2.2317	43
4803	4938	4921	4733	4836	4920	4682	4777	4919	4894	1.255	0.10363	1.3892	1.255	1.4928	1.4619	38
2821	2664	2114	1864	2822	1948	2029	2566	2745	2739	2.3489	0.12211	6.4463	2.3489	6.5684	2.4631	39
48	35	16	49	4	17	10	8	14	36	0.641	5.0777	0.71273	0.641	5.7904	1.3676	53
3420	3029	2862	3125	3123	2946	2860	3529	2777	3027	1.7625	0.46776	7.4621	1.7625	7.9298	1.7781	52
4210	4315	4316	4341	4456	4475	4474	4286	4287	4168	1.3985	1.95	4.129	1.3985	6.079	1.8817	92
3155	2799	3061	3257	3461	3355	2798	3251	3252	3064	1.0224	1.0247	8.2869	1.0224	9.3115	1.104	85
3183	4002	3932	3929	3930	3849	3184	3928	3378	3680	1.3518	0.77047	3.392	1.3518	4.1625	1.5404	52
3295	3294	2391	3098	2832	2578	3005	2917	3100	3296	2.0569	0.54777	6.3805	2.0569	6.9283	2.1574	53
1365	1150	1057	961	1374	1373	1429	1431	1101	1310	1.3402	0.36394	5.0367	1.3402	5.4007	1.5052	63
2884	2887	2886	2890	2185	2981	2980	2979	2885	2803	1.8863	1.4294	2.4941	1.8863	3.9235	2.7186	55
563	593	625	690	564	512	540	566	727	626	0.87258	1.0747	3.3283	0.87258	4.4031	1.0123	101
3182	3076	3377	3371	3174	3270	3372	3271	2898	3173	1.1911	1.2125	2.5715	1.1911	3.784	1.4367	71
401	326	552	402	502	424	379	375	425	400	0.62709	6.884	2.4375	0.62709	9.3214	2.447	69
1463	1241	1347	1294	1902	1293	1601	1903	1405	1824	1.4292	0.73253	8.7155	1.4292	9.448	1.668	80
343	477	312	311	461	503	488	415	296	337	0.56378	0.10377	2.848	0.56378	2.9518	0.523	91
682	557	581	528	611	556	802	612	644	614	0.82227	0.98804	3.41	0.82227	4.3981	1.0392	66
3397	3696	3599	3790	3702	3297	3876	3396	3499	3948	2.0706	0.53731	6.143	2.0706	6.6803	2.2299	96
2141	2227	2775	2140	2508	2853	2597	2692	2226	2506	1.7259	0.71313	8.3404	1.7259	9.0535	1.955	59
1422	1149	1200	1305	1423	1421	1306	1307	1362	1364	1.0921	7.63	4.0295	1.0921	11.66	5.0763	101
4936	4797	4800	4823	4801	4824	4802	4798	4829	4799	0.73591	0.1167	1.5676	0.73591	1.6844	1.0987	89
355	125	328	202	181	162	285	332	198	327	0.63338	7.2524	2.5037	0.63338	9.756	2.6321	63
1568	1498	1781	2122	1497	2211	1432	1494	1569	1561	1.7077	1.0997	6.2949	1.7077	7.3946	2.1486	88
1908	2621	2247	2710	2712	2436	1993	1748	2529	2162	1.7889	0.30665	8.7089	1.7889	9.0156	1.9298	82
3665	3837	3469	3668	3370	3835	3914	3743	3752	3365	0.71434	0.01664	1.4242	0.71434	1.4409	0.66674	53
4155	4106	4105	3915	3992	4157	4195	4154	4053	4237	0.54439	0.3057	1.4507	0.54439	1.7564	0.57472	53
1457	903	1401	1240	1237	905	1091	1041	862	1189	0.9992	1.196	6.7438	0.9992	7.9397	1.1972	84
1757	2009	1686	1615	2016	1687	1765	1933	1545	2095	2.6169	0.19931	4.3755	2.6169	4.5748	2.9158	84
1836	2087	2622	2006	2623	1920	2437	2440	1921	2630	1.2201	7.3783	3.3213	1.2201	10.7	1.7472	101
2918	3012	2767	2498	3206	3113	3106	2589	3019	3018	2.129	0.59431	6.7933	2.129	7.3876	2.1559	57
4027	3134	3530	3531	3628	2790	2873	3231	2868	2788	2.6287	3.0154	11.097	2.6287	14.112	3.2088	67
3735	3557	4226	3554	3727	3889	3734	4138	3898	3558	1.8692	4.1373	10.373	1.8692	14.51	3.5142	67
